Article.ID,Author,Journal,Year,Consumer.Sp,Habitat,Trophic.Level,Defence,Comparison.ID,mean,n,sd,Trait,n_foods,treat,Trait_type,M.F
a57,Janssen,Journal of Animal Ecology,2003,Frankliniella_occidentalis,Terrestrial,Secondary.Consumer,N,c325,4.63803681,20,0.534834226,Development.Time,2,mix,DevTime,any
a57,Janssen,Journal of Animal Ecology,2003,Frankliniella_occidentalis,Terrestrial,Secondary.Consumer,N,c325,6.72392638,20,2.03237006,Development.Time,2,mix,DevTime,any
a57,Janssen,Journal of Animal Ecology,2003,Frankliniella_occidentalis,Terrestrial,Secondary.Consumer,N,c325,5.693251534,15,2.662774582,Development.Time,2,mix,DevTime,any
a57,Janssen,Journal of Animal Ecology,2003,Frankliniella_occidentalis,Terrestrial,Secondary.Consumer,N,c325,5.055214724,20,0.534834226,Development.Time,2,mix,DevTime,any
a57,Janssen,Journal of Animal Ecology,2003,Frankliniella_occidentalis,Terrestrial,Secondary.Consumer,N,c325,4.63803681,20,0.855734762,Development.Time,3,mix,DevTime,any
a57,Janssen,Journal of Animal Ecology,2003,Frankliniella_occidentalis,Terrestrial,Secondary.Consumer,N,c325,4.417177914,20,0.641801071,Development.Time,3,mix,DevTime,any
a58,Jimenez,Estuaries and Coasts,2012,Orchelimum_fidicinium,Terrestrial,Secondary.Consumer,N,c103,0.202067669,7,0.025323672,Body.Mass,1,single,Size,any
a58,Jimenez,Estuaries and Coasts,2012,Orchelimum_fidicinium,Terrestrial,Secondary.Consumer,N,c103,0.196898496,7,0.020719369,Body.Mass,1,single,Size,any
a58,Jimenez,Estuaries and Coasts,2012,Orchelimum_fidicinium,Terrestrial,Secondary.Consumer,N,c103,0.239191729,7,0.020719369,Body.Mass,2,mix,Size,any
a59,Jonsson,Marine Biology,1999,Ostrea_edulis,Marine,Primary.Consumer,N,c104,201,40,21.02907489,Size,1,single,Size,any
a59,Jonsson,Marine Biology,1999,Ostrea_edulis,Marine,Primary.Consumer,N,c104,231,40,31.86223469,Size,1,single,Size,any
a59,Jonsson,Marine Biology,1999,Ostrea_edulis,Marine,Primary.Consumer,N,c104,226,40,14.65662796,Size,2,mix,Size,any
a59,Jonsson,Marine Biology,1999,Ostrea_edulis,Marine,Primary.Consumer,N,c104,211,40,25.1711654,Size,2,mix,Size,any
a59,Jonsson,Marine Biology,1999,Ostrea_edulis,Marine,Primary.Consumer,N,c104,214,40,31.86223469,Size,3,mix,Size,any
a59,Jonsson,Marine Biology,1999,Ostrea_edulis,Marine,Primary.Consumer,N,c105,279,40,40.1464157,Size,1,single,Size,any
a59,Jonsson,Marine Biology,1999,Ostrea_edulis,Marine,Primary.Consumer,N,c105,303,40,41.73952744,Size,1,single,Size,any
a59,Jonsson,Marine Biology,1999,Ostrea_edulis,Marine,Primary.Consumer,N,c105,318,40,62.44997998,Size,2,mix,Size,any
a59,Jonsson,Marine Biology,1999,Ostrea_edulis,Marine,Primary.Consumer,N,c105,234,40,26.76427714,Size,2,mix,Size,any
a59,Jonsson,Marine Biology,1999,Ostrea_edulis,Marine,Primary.Consumer,N,c105,266,40,43.96988387,Size,3,mix,Size,any
a60,Khanamani,Systematic & Applied Acarology,2017,Neoseiulus_californicus,Terrestrial,Secondary.Consumer,N,c334,7.6,47,0.881702898,Developmental.Stage,1,single,DevTime,any
a60,Khanamani,Systematic & Applied Acarology,2017,Neoseiulus_californicus,Terrestrial,Secondary.Consumer,N,c334,11.24,41,2.76535712,Developmental.Stage,1,single,DevTime,any
a60,Khanamani,Systematic & Applied Acarology,2017,Neoseiulus_californicus,Terrestrial,Secondary.Consumer,N,c334,7.2,46,0.872066511,Developmental.Stage,1,single,DevTime,any
a60,Khanamani,Systematic & Applied Acarology,2017,Neoseiulus_californicus,Terrestrial,Secondary.Consumer,N,c334,7.62,48,0.959791644,Developmental.Stage,1,single,DevTime,any
a60,Khanamani,Systematic & Applied Acarology,2017,Neoseiulus_californicus,Terrestrial,Secondary.Consumer,N,c334,8.47,44,1.180338934,Developmental.Stage,2,mix,DevTime,any
a60,Khanamani,Systematic & Applied Acarology,2017,Neoseiulus_californicus,Terrestrial,Secondary.Consumer,N,c334,7.76,43,1.101725919,Developmental.Stage,2,mix,DevTime,any
a60,Khanamani,Systematic & Applied Acarology,2017,Neoseiulus_californicus,Terrestrial,Secondary.Consumer,N,c334,8.44,50,1.05,Developmental.Stage,2,mix,DevTime,any
a60,Khanamani,Systematic & Applied Acarology,2017,Neoseiulus_californicus,Terrestrial,Secondary.Consumer,N,c106,45.81,50,39.13,Male.Longevity,1,single,Longevity,M
a60,Khanamani,Systematic & Applied Acarology,2017,Neoseiulus_californicus,Terrestrial,Secondary.Consumer,N,c106,27.67,50,23.94,Male.Longevity,1,single,Longevity,M
a60,Khanamani,Systematic & Applied Acarology,2017,Neoseiulus_californicus,Terrestrial,Secondary.Consumer,N,c106,35.61,50,52.57,Male.Longevity,1,single,Longevity,M
a60,Khanamani,Systematic & Applied Acarology,2017,Neoseiulus_californicus,Terrestrial,Secondary.Consumer,N,c106,35.29,50,38.22,Male.Longevity,1,single,Longevity,M
a60,Khanamani,Systematic & Applied Acarology,2017,Neoseiulus_californicus,Terrestrial,Secondary.Consumer,N,c106,30.31,50,25.34,Male.Longevity,2,mix,Longevity,M
a60,Khanamani,Systematic & Applied Acarology,2017,Neoseiulus_californicus,Terrestrial,Secondary.Consumer,N,c106,40.21,50,57.61,Male.Longevity,2,mix,Longevity,M
a60,Khanamani,Systematic & Applied Acarology,2017,Neoseiulus_californicus,Terrestrial,Secondary.Consumer,N,c106,38.05,50,43.4,Male.Longevity,2,mix,Longevity,M
a60,Khanamani,Systematic & Applied Acarology,2017,Neoseiulus_californicus,Terrestrial,Secondary.Consumer,N,c107,42.47,50,18.62,Female.Longevity,1,single,Longevity,F
a60,Khanamani,Systematic & Applied Acarology,2017,Neoseiulus_californicus,Terrestrial,Secondary.Consumer,N,c107,40.16,50,35.35,Female.Longevity,1,single,Longevity,F
a60,Khanamani,Systematic & Applied Acarology,2017,Neoseiulus_californicus,Terrestrial,Secondary.Consumer,N,c107,31.42,50,32.83,Female.Longevity,1,single,Longevity,F
a60,Khanamani,Systematic & Applied Acarology,2017,Neoseiulus_californicus,Terrestrial,Secondary.Consumer,N,c107,35.6,50,21.21,Female.Longevity,1,single,Longevity,F
a60,Khanamani,Systematic & Applied Acarology,2017,Neoseiulus_californicus,Terrestrial,Secondary.Consumer,N,c107,32.33,50,22.54,Female.Longevity,2,mix,Longevity,F
a60,Khanamani,Systematic & Applied Acarology,2017,Neoseiulus_californicus,Terrestrial,Secondary.Consumer,N,c107,37.01,50,30.17,Female.Longevity,2,mix,Longevity,F
a60,Khanamani,Systematic & Applied Acarology,2017,Neoseiulus_californicus,Terrestrial,Secondary.Consumer,N,c107,36.11,50,17.22,Female.Longevity,2,mix,Longevity,F
a61,Krebs,Oecologia,1984,Merops_apiaster,Terrestrial,Secondary.Consumer,N,c108,0.5706,15,1.26,Weight.Gain,1,single,Size,any
a61,Krebs,Oecologia,1984,Merops_apiaster,Terrestrial,Secondary.Consumer,Y,c108,0.832,15,0.938,Weight.Gain,1,single,Size,any
a61,Krebs,Oecologia,1984,Merops_apiaster,Terrestrial,Secondary.Consumer,N,c108,1.51,16,0.877,Weight.Gain,2,mix,Size,any
a62,Kugelburg,Entomologica Experimentalis et Applicata,1973,Lygaeus_equestris,Terrestrial,Primary.Consumer,N,c109,26.3,8,2.901,Weight,1,single,Size,F
a62,Kugelburg,Entomologica Experimentalis et Applicata,1973,Lygaeus_equestris,Terrestrial,Primary.Consumer,N,c109,16.9,3,1.537,Weight,1,single,Size,F
a62,Kugelburg,Entomologica Experimentalis et Applicata,1973,Lygaeus_equestris,Terrestrial,Primary.Consumer,N,c109,27.4,5,2.714,Weight,1,single,Size,F
a62,Kugelburg,Entomologica Experimentalis et Applicata,1973,Lygaeus_equestris,Terrestrial,Primary.Consumer,N,c109,38.2,9,2.392,Weight,1,single,Size,F
a62,Kugelburg,Entomologica Experimentalis et Applicata,1973,Lygaeus_equestris,Terrestrial,Primary.Consumer,N,c109,34,12,4.02,Weight,4,mix,Size,F
a62,Kugelburg,Entomologica Experimentalis et Applicata,1973,Lygaeus_equestris,Terrestrial,Primary.Consumer,N,c110,25.7,6,2.29,Weight,1,single,Size,M
a62,Kugelburg,Entomologica Experimentalis et Applicata,1973,Lygaeus_equestris,Terrestrial,Primary.Consumer,N,c110,26.2,5,0.907,Weight,1,single,Size,M
a62,Kugelburg,Entomologica Experimentalis et Applicata,1973,Lygaeus_equestris,Terrestrial,Primary.Consumer,N,c110,34.8,4,1.014,Weight,1,single,Size,M
a62,Kugelburg,Entomologica Experimentalis et Applicata,1973,Lygaeus_equestris,Terrestrial,Primary.Consumer,N,c110,31.5,6,4.361,Weight,4,mix,Size,M
a63,Kumar,Archiv Fur Hydrobiologie,2003,Phyllodiaptomus_blanci,Marine,Primary.Consumer,N,c111,268.524,10,19.023,Juvenile.Size,1,single,Size,any
a63,Kumar,Archiv Fur Hydrobiologie,2003,Phyllodiaptomus_blanci,Marine,Primary.Consumer,N,c111,201.46,10,17.352,Juvenile.Size,1,single,Size,any
a63,Kumar,Archiv Fur Hydrobiologie,2003,Phyllodiaptomus_blanci,Marine,Primary.Consumer,N,c111,306.36,10,10.614,Juvenile.Size,2,mix,Size,any
a63,Kumar,Archiv Fur Hydrobiologie,2003,Phyllodiaptomus_blanci,Marine,Primary.Consumer,N,c112,1207,10,18.99,Female.Adult.Size,1,single,Size,F
a63,Kumar,Archiv Fur Hydrobiologie,2003,Phyllodiaptomus_blanci,Marine,Primary.Consumer,N,c112,1286,10,82.5,Female.Adult.Size,1,single,Size,F
a63,Kumar,Archiv Fur Hydrobiologie,2003,Phyllodiaptomus_blanci,Marine,Primary.Consumer,N,c112,1327,10,38.73,Female.Adult.Size,2,mix,Size,F
a63,Kumar,Archiv Fur Hydrobiologie,2003,Phyllodiaptomus_blanci,Marine,Primary.Consumer,N,c113,1042,10,48.9,Male.Adult.Size,1,single,Size,M
a63,Kumar,Archiv Fur Hydrobiologie,2003,Phyllodiaptomus_blanci,Marine,Primary.Consumer,N,c113,1136,10,74.91,Male.Adult.Size,1,single,Size,M
a63,Kumar,Archiv Fur Hydrobiologie,2003,Phyllodiaptomus_blanci,Marine,Primary.Consumer,N,c113,1158,10,28.2,Male.Adult.Size,2,mix,Size,M
a64,Labbe,Scientific Reports,2018,Dicyphus_hesperus,Terrestrial,Secondary.Consumer,N,c313,18.3,19,3.52139177,Development.Time,1,single,DevTime,any
a64,Labbe,Scientific Reports,2018,Dicyphus_hesperus,Terrestrial,Secondary.Consumer,N,c313,17.3,19,3.097127702,Development.Time,2,mix,DevTime,any
a64,Labbe,Scientific Reports,2018,Orius_insidiosus,Terrestrial,Secondary.Consumer,N,c314,12.7,10,3.81,Development.Time,1,single,DevTime,any
a64,Labbe,Scientific Reports,2018,Orius_insidiosus,Terrestrial,Secondary.Consumer,N,c314,12.3,6,1.095673309,Development.Time,2,mix,DevTime,any
a65,Larson,Marine Biology,1980,Strongylocentrotus_droebachiensis,Marine,Primary.Consumer,N,c114,22.2,11,3.16,GI,1,single,Repro,any
a65,Larson,Marine Biology,1980,Strongylocentrotus_droebachiensis,Marine,Primary.Consumer,N,c114,15.7,11,4.36,GI,1,single,Repro,any
a65,Larson,Marine Biology,1980,Strongylocentrotus_droebachiensis,Marine,Primary.Consumer,N,c114,19.7,11,4.48,GI,1,single,Repro,any
a65,Larson,Marine Biology,1980,Strongylocentrotus_droebachiensis,Marine,Primary.Consumer,N,c114,9.8,11,2.5,GI,1,single,Repro,any
a65,Larson,Marine Biology,1980,Strongylocentrotus_droebachiensis,Marine,Primary.Consumer,N,c114,6.1,11,2.47,GI,1,single,Repro,any
a65,Larson,Marine Biology,1980,Strongylocentrotus_droebachiensis,Marine,Primary.Consumer,N,c114,24.3,5,3.96,GI,2,mix,Repro,any
a65,Larson,Marine Biology,1980,Strongylocentrotus_droebachiensis,Marine,Primary.Consumer,N,c114,18.4,5,2.12,GI,2,mix,Repro,any
a65,Larson,Marine Biology,1980,Strongylocentrotus_droebachiensis,Marine,Primary.Consumer,N,c114,18.6,5,6.14,GI,2,mix,Repro,any
a65,Larson,Marine Biology,1980,Strongylocentrotus_droebachiensis,Marine,Primary.Consumer,N,c115,22.5,11,3.99,GI,1,single,Repro,any
a65,Larson,Marine Biology,1980,Strongylocentrotus_droebachiensis,Marine,Primary.Consumer,N,c115,7.1,11,1.84,GI,1,single,Repro,any
a65,Larson,Marine Biology,1980,Strongylocentrotus_droebachiensis,Marine,Primary.Consumer,N,c115,13.8,11,5.23,GI,1,single,Repro,any
a65,Larson,Marine Biology,1980,Strongylocentrotus_droebachiensis,Marine,Primary.Consumer,N,c115,10.9,11,2.87,GI,1,single,Repro,any
a65,Larson,Marine Biology,1980,Strongylocentrotus_droebachiensis,Marine,Primary.Consumer,N,c115,20.5,6,4.01,GI,2,mix,Repro,any
a65,Larson,Marine Biology,1980,Strongylocentrotus_droebachiensis,Marine,Primary.Consumer,N,c115,22,6,3.25,GI,2,mix,Repro,any
a65,Larson,Marine Biology,1980,Strongylocentrotus_droebachiensis,Marine,Primary.Consumer,N,c115,15.5,6,3.98,GI,2,mix,Repro,any
a66,Lee,Aquaculture,2006,Paracyclopina_nana,Marine,Primary.Consumer,N,c116,208.2,12,38.27385008,Fecundity,1,single,Repro,F
a66,Lee,Aquaculture,2006,Paracyclopina_nana,Marine,Primary.Consumer,N,c116,203.8,12,37.47786013,Fecundity,1,single,Repro,F
a66,Lee,Aquaculture,2006,Paracyclopina_nana,Marine,Primary.Consumer,N,c116,259.6,12,95.94995518,Fecundity,2,mix,Repro,F
a66,Lee,Aquaculture,2006,Paracyclopina_nana,Marine,Primary.Consumer,N,c116,267.4,12,87.35989698,Fecundity,2,mix,Repro,F
a67,Leman,Experimental and Applied Acarology,2015,Amblyseius_swirskii,Terrestrial,Secondary.Consumer,N,c117,1.194556452,10,0.877016129,Egg.Production.Rate,1,single,Repro,F
a67,Leman,Experimental and Applied Acarology,2015,Amblyseius_swirskii,Terrestrial,Secondary.Consumer,N,c117,1.799395161,10,0.393145161,Egg.Production.Rate,1,single,Repro,F
a67,Leman,Experimental and Applied Acarology,2015,Amblyseius_swirskii,Terrestrial,Secondary.Consumer,N,c117,1.552419355,10,0.967741935,Egg.Production.Rate,2,mix,Repro,F
a68,Lin,Aquaculture,2007,Hippocampus_kuda,Marine,Secondary.Consumer,N,c119,597.62,5,46.496,Egg.Production,1,single,Repro,F
a68,Lin,Aquaculture,2007,Hippocampus_kuda,Marine,Secondary.Consumer,N,c119,513.047,5,9.897,Egg.Production,1,single,Repro,F
a68,Lin,Aquaculture,2007,Hippocampus_kuda,Marine,Secondary.Consumer,N,c119,544.101,5,46.496,Egg.Production,2,mix,Repro,F
a68,Lin,Aquaculture,2007,Hippocampus_kuda,Marine,Secondary.Consumer,N,c118,27.54,5,3.89,Live.Weight,1,single,Size,any
a68,Lin,Aquaculture,2007,Hippocampus_kuda,Marine,Secondary.Consumer,N,c118,22.76,5,4.4,Live.Weight,1,single,Size,any
a68,Lin,Aquaculture,2007,Hippocampus_kuda,Marine,Secondary.Consumer,N,c118,24.93,5,3.95,Live.Weight,2,mix,Size,any
a69,Luckenbach,Journal of Shellfish Research,1993,Crassostrea_virginica,Marine,Primary.Consumer,N,c120,1.027,21,0.948,Growth.Rate,1,single,Size,any
a69,Luckenbach,Journal of Shellfish Research,1993,Crassostrea_virginica,Marine,Primary.Consumer,Y,c120,1.098,21,1.049,Growth.Rate,2,mix,Size,any
a69,Luckenbach,Journal of Shellfish Research,1993,Crassostrea_virginica,Marine,Primary.Consumer,N,c121,0.617,30,0.451,Growth.Rate,1,single,Size,any
a69,Luckenbach,Journal of Shellfish Research,1993,Crassostrea_virginica,Marine,Primary.Consumer,N,c121,2.458,30,0.754,Growth.Rate,1,single,Size,any
a69,Luckenbach,Journal of Shellfish Research,1993,Crassostrea_virginica,Marine,Primary.Consumer,N,c121,2.75,29,0.91,Growth.Rate,2,mix,Size,any
a70,Lurling,Acta Hydrochimica et Hydrobiologica,2006,Daphnia_magna,Marine,Primary.Consumer,Y,c122,0.239,5,0.012,Growth.Rate,1,single,Size,F
a70,Lurling,Acta Hydrochimica et Hydrobiologica,2006,Daphnia_magna,Marine,Primary.Consumer,Y,c122,0.034,5,0.005,Growth.Rate,1,single,Size,F
a70,Lurling,Acta Hydrochimica et Hydrobiologica,2006,Daphnia_magna,Marine,Primary.Consumer,Y,c122,0.158,5,0.005,Growth.Rate,2,mix,Size,F
a70,Lurling,Acta Hydrochimica et Hydrobiologica,2006,Daphnia_magna,Marine,Primary.Consumer,Y,c123,0.124,5,0.004,Growth.Rate,1,single,Size,M
a70,Lurling,Acta Hydrochimica et Hydrobiologica,2006,Daphnia_magna,Marine,Primary.Consumer,Y,c123,0.03,5,0.005,Growth.Rate,1,single,Size,M
a70,Lurling,Acta Hydrochimica et Hydrobiologica,2006,Daphnia_magna,Marine,Primary.Consumer,Y,c123,0.103,5,0.005,Growth.Rate,2,mix,Size,M
a71,Lykouressis,Biological Control,2001,Macrolophus_pygmaeus,Terrestrial,Secondary.Consumer,N,c336,68.82758621,12,4.574654883,Development.Time,1,single,DevTime,any
a71,Lykouressis,Biological Control,2001,Macrolophus_pygmaeus,Terrestrial,Secondary.Consumer,N,c336,63.69863014,18,4.518471918,Development.Time,2,mix,DevTime,any
a71,Lykouressis,Biological Control,2001,Macrolophus_pygmaeus,Terrestrial,Secondary.Consumer,N,c337,29.65517241,10,3.310344828,Development.Time,1,single,DevTime,any
a71,Lykouressis,Biological Control,2001,Macrolophus_pygmaeus,Terrestrial,Secondary.Consumer,N,c337,23.01369863,16,2.122182655,Development.Time,2,mix,DevTime,any
a71,Lykouressis,Biological Control,2001,Macrolophus_pygmaeus,Terrestrial,Secondary.Consumer,N,c338,19.44827586,12,4.117189395,Development.Time,1,single,DevTime,any
a71,Lykouressis,Biological Control,2001,Macrolophus_pygmaeus,Terrestrial,Secondary.Consumer,N,c338,14.79452055,16,1.591636992,Development.Time,2,mix,DevTime,any
a71,Lykouressis,Biological Control,2001,Macrolophus_pygmaeus,Terrestrial,Secondary.Consumer,N,c339,21.65517241,6,3.392654862,Development.Time,1,single,DevTime,any
a71,Lykouressis,Biological Control,2001,Macrolophus_pygmaeus,Terrestrial,Secondary.Consumer,N,c339,14.65753425,18,2.259235959,Development.Time,2,mix,DevTime,any
a72,Marcussen,Entomologica Experimentalis et Applicata,1999,Erigone_atra,Terrestrial,Secondary.Consumer,N,c124,3.90430622,11,1.452529452,Total.Egg.Sac.Production,1,single,Repro,F
a72,Marcussen,Entomologica Experimentalis et Applicata,1999,Erigone_atra,Terrestrial,Secondary.Consumer,N,c124,5.138755981,14,1.656138385,Total.Egg.Sac.Production,1,single,Repro,F
a72,Marcussen,Entomologica Experimentalis et Applicata,1999,Erigone_atra,Terrestrial,Secondary.Consumer,N,c124,5.282296651,14,1.449121087,Total.Egg.Sac.Production,2,mix,Repro,F
a73,Margaritopoulos,Bulletin of Entomological Research,2003,Macrolophus_costalis,Terrestrial,Secondary.Consumer,N,c340,28.5,36,4.555381433,Development.Time,1,single,DevTime,any
a73,Margaritopoulos,Bulletin of Entomological Research,2003,Macrolophus_costalis,Terrestrial,Secondary.Consumer,N,c340,22.2,42,2.177062241,Development.Time,2,mix,DevTime,any
a73,Margaritopoulos,Bulletin of Entomological Research,2003,Macrolophus_pygmaeus,Terrestrial,Secondary.Consumer,N,c341,27,26,5.35,Development.Time,1,single,DevTime,any
a73,Margaritopoulos,Bulletin of Entomological Research,2003,Macrolophus_pygmaeus,Terrestrial,Secondary.Consumer,N,c341,20.2,33,6.052834047,Development.Time,2,mix,DevTime,any
a74,Marques,Functional Ecology,2015,Euseius_concordis,Terrestrial,Secondary.Consumer,N,c125,0.79874643,10,0.619266055,Egg.Production,1,single,Repro,F
a74,Marques,Functional Ecology,2015,Euseius_concordis,Terrestrial,Secondary.Consumer,N,c125,1.207470872,10,0.385321101,Egg.Production,1,single,Repro,F
a74,Marques,Functional Ecology,2015,Euseius_concordis,Terrestrial,Secondary.Consumer,N,c125,1.809304471,10,0.371578588,Egg.Production,2,mix,Repro,F
a74,Marques,Functional Ecology,2015,Iphiseiodes_zuluagai,Terrestrial,Secondary.Consumer,N,c126,1.30572194,10,0.467889908,Egg.Production,1,single,Repro,F
a74,Marques,Functional Ecology,2015,Iphiseiodes_zuluagai,Terrestrial,Secondary.Consumer,N,c126,1.407106933,10,0.495393889,Egg.Production,1,single,Repro,F
a74,Marques,Functional Ecology,2015,Iphiseiodes_zuluagai,Terrestrial,Secondary.Consumer,N,c126,1.903442262,10,0.536716203,Egg.Production,2,mix,Repro,F
a75,Martin-Creuzburg,Oecologia,2005,Daphnia_magna,Marine,Primary.Consumer,N,c129,46.398,5,1.815,Fecundity,1,single,Repro,F
a75,Martin-Creuzburg,Oecologia,2005,Daphnia_magna,Marine,Primary.Consumer,N,c129,26.275,5,2.539,Fecundity,2,mix,Repro,F
a75,Martin-Creuzburg,Oecologia,2005,Daphnia_galeata,Marine,Primary.Consumer,N,c130,10.082,10,0.406,Fecundity,1,single,Repro,F
a75,Martin-Creuzburg,Oecologia,2005,Daphnia_galeata,Marine,Primary.Consumer,N,c130,3.602,10,0.198,Fecundity,2,mix,Repro,F
a75,Martin-Creuzburg,Oecologia,2005,Daphnia_magna,Marine,Primary.Consumer,N,c127,682.183,5,31.072,Mass,1,single,Size,F
a75,Martin-Creuzburg,Oecologia,2005,Daphnia_magna,Marine,Primary.Consumer,N,c127,407.562,5,56.543,Mass,2,mix,Size,F
a75,Martin-Creuzburg,Oecologia,2005,Daphnia_galeata,Marine,Primary.Consumer,N,c128,61.819,10,2.368,Mass,1,single,Size,F
a75,Martin-Creuzburg,Oecologia,2005,Daphnia_galeata,Marine,Primary.Consumer,N,c128,39.972,10,0.294,Mass,2,mix,Size,F
a76,Marucci,Brazilian Journal of Biology,2019,Doru_luteipes,Terrestrial,Secondary.Consumer,N,c304,31.2,37,5.34,Developmental.Time,1,single,DevTime,any
a76,Marucci,Brazilian Journal of Biology,2019,Doru_luteipes,Terrestrial,Secondary.Consumer,N,c304,37.6,18,8.287442307,Developmental.Time,1,single,DevTime,any
a76,Marucci,Brazilian Journal of Biology,2019,Doru_luteipes,Terrestrial,Secondary.Consumer,N,c304,30.3,37,3.54,Developmental.Time,2,mix,DevTime,any
a77,Mason,Plant Microbe Animal interactions,2014,Grammia_incorrupta,Terrestrial,Primary.Consumer,Y,c303,6.154954955,13,0.677477477,6th.Stadium.Duration,1,single,DevTime,any
a77,Mason,Plant Microbe Animal interactions,2014,Grammia_incorrupta,Terrestrial,Primary.Consumer,Y,c303,4.396396396,20,2.513239031,6th.Stadium.Duration,1,single,DevTime,any
a77,Mason,Plant Microbe Animal interactions,2014,Grammia_incorrupta,Terrestrial,Primary.Consumer,Y,c303,5.881081081,15,2.265219607,6th.Stadium.Duration,2,mix,DevTime,any
a78,Matias-Peralta,Aquaculture,2012,Nitocra_affinis,Marine,Primary.Consumer,N,c132,35.6,5,3.8,Longevity,1,single,Longevity,F
a78,Matias-Peralta,Aquaculture,2012,Nitocra_affinis,Marine,Primary.Consumer,N,c132,31.6,5,4.6,Longevity,1,single,Longevity,F
a78,Matias-Peralta,Aquaculture,2012,Nitocra_affinis,Marine,Primary.Consumer,N,c132,17.4,5,1.6,Longevity,1,single,Longevity,F
a78,Matias-Peralta,Aquaculture,2012,Nitocra_affinis,Marine,Primary.Consumer,N,c132,41.4,5,1.4,Longevity,2,mix,Longevity,F
a78,Matias-Peralta,Aquaculture,2012,Nitocra_affinis,Marine,Primary.Consumer,N,c132,20.8,5,4.4,Longevity,2,mix,Longevity,F
a78,Matias-Peralta,Aquaculture,2012,Nitocra_affinis,Marine,Primary.Consumer,N,c132,19.8,5,3,Longevity,2,mix,Longevity,F
a78,Matias-Peralta,Aquaculture,2012,Nitocra_affinis,Marine,Primary.Consumer,N,c131,132,5,7.6,Total.Offspring,1,single,Repro,F
a78,Matias-Peralta,Aquaculture,2012,Nitocra_affinis,Marine,Primary.Consumer,N,c131,66.8,5,4.8,Total.Offspring,1,single,Repro,F
a78,Matias-Peralta,Aquaculture,2012,Nitocra_affinis,Marine,Primary.Consumer,N,c131,32.4,5,3.4,Total.Offspring,1,single,Repro,F
a78,Matias-Peralta,Aquaculture,2012,Nitocra_affinis,Marine,Primary.Consumer,N,c131,113,5,2.6,Total.Offspring,2,mix,Repro,F
a78,Matias-Peralta,Aquaculture,2012,Nitocra_affinis,Marine,Primary.Consumer,N,c131,76.2,5,16,Total.Offspring,2,mix,Repro,F
a78,Matias-Peralta,Aquaculture,2012,Nitocra_affinis,Marine,Primary.Consumer,N,c131,46.4,5,4.8,Total.Offspring,2,mix,Repro,F
a79,McTigue,Journal of Experimental Marine Biology and Ecology,1991,Penaeus_setiferus,Marine,Secondary.Consumer,N,c133,0.043421053,25,0.019338077,Weight.Gain,1,single,Size,any
a79,McTigue,Journal of Experimental Marine Biology and Ecology,1991,Penaeus_setiferus,Marine,Secondary.Consumer,N,c133,0.051315789,25,0.02685844,Weight.Gain,1,single,Size,any
a79,McTigue,Journal of Experimental Marine Biology and Ecology,1991,Penaeus_setiferus,Marine,Secondary.Consumer,N,c133,0.110964912,25,0.02256109,Weight.Gain,3,mix,Size,any
a79,McTigue,Journal of Experimental Marine Biology and Ecology,1991,Penaeus_aztecus,Marine,Secondary.Consumer,N,c134,0.061493997,25,0.022270924,Weight.Gain,1,single,Size,any
a79,McTigue,Journal of Experimental Marine Biology and Ecology,1991,Penaeus_aztecus,Marine,Secondary.Consumer,N,c134,0.093604614,25,0.028817159,Weight.Gain,2,mix,Size,any
a80,Mercer,Invertebrate Reproduction and Development,1993,Haliotis_tuberculata,Marine,Primary.Consumer,N,c135,78.17227427,63,45.24619678,Growth.Rate,1,single,Size,any
a80,Mercer,Invertebrate Reproduction and Development,1993,Haliotis_tuberculata,Marine,Primary.Consumer,N,c135,27.52068676,63,18.50246902,Growth.Rate,1,single,Size,any
a80,Mercer,Invertebrate Reproduction and Development,1993,Haliotis_tuberculata,Marine,Primary.Consumer,N,c135,42.41196734,63,14.3369917,Growth.Rate,1,single,Size,any
a80,Mercer,Invertebrate Reproduction and Development,1993,Haliotis_tuberculata,Marine,Primary.Consumer,N,c135,48.14684869,63,41.11659782,Growth.Rate,1,single,Size,any
a80,Mercer,Invertebrate Reproduction and Development,1993,Haliotis_tuberculata,Marine,Primary.Consumer,N,c135,96.97535815,63,51.39574727,Growth.Rate,4,mix,Size,any
a80,Mercer,Invertebrate Reproduction and Development,1993,Haliotis_discus,Marine,Primary.Consumer,N,c136,48.40468376,63,22.32298469,Growth.Rate,1,single,Size,any
a80,Mercer,Invertebrate Reproduction and Development,1993,Haliotis_discus,Marine,Primary.Consumer,N,c136,34.2399851,63,14.51598028,Growth.Rate,1,single,Size,any
a80,Mercer,Invertebrate Reproduction and Development,1993,Haliotis_discus,Marine,Primary.Consumer,N,c136,19.36817477,63,7.828576674,Growth.Rate,1,single,Size,any
a80,Mercer,Invertebrate Reproduction and Development,1993,Haliotis_discus,Marine,Primary.Consumer,N,c136,37.63938127,63,17.86615377,Growth.Rate,1,single,Size,any
a80,Mercer,Invertebrate Reproduction and Development,1993,Haliotis_discus,Marine,Primary.Consumer,N,c136,47.2715517,63,23.43827103,Growth.Rate,4,mix,Size,any
a81,Messelink,BioControl,2013,Orius_majusculus,Terrestrial,Secondary.Consumer,N,c137,10.09725159,11,3.931118952,Daily.Egg.Production,1,single,Repro,F
